id,text,startTime,endTime,Character,Location,Time,Plot arc
764,三葉、彗星が落ちる前に町から逃げるんだ。,"01:03:34,480","01:03:39,440",たき,田舎,Flashback,String
765,三葉、逃げろう。,"01:03:41,650","01:03:44,410",たき,田舎,"Flashback // Past 2, 10/4",
766,三葉、三葉。,"01:03:44,410","01:03:46,700",たき,田舎,Flashback,Comet
767,三葉ー！,"01:03:46,700","01:03:48,700",たき,田舎,Flashback,Comet // Bell chime
768,三葉だ、生きてる。,"01:04:07,180","01:04:10,440",たき,田舎,"Past 2B, 10/4",Scene change
769,お姉ちゃん、またおっぱい。,"01:04:20,740","01:04:24,370",よつは,田舎,"Past 2B, 10/4",Tears
770,妹だ。,"01:04:24,370","01:04:27,730",たき,田舎,"Past 2B, 10/4",Tears
771,ヨツハ。,"01:04:29,500","01:04:31,630",たき,田舎,"Past 2B, 10/4",Tears
772,お姉ちゃん、いよいよヤバいわ。,"01:04:34,500","01:04:37,880",よつは,田舎,"Past 2B, 10/4",
773,私今日一人で先に出るんだよ。,"01:04:37,880","01:04:40,690",よつは,田舎,"Past 2B, 10/4",
774,ヤバいヤバい、ヤバいよ。,"01:04:40,690","01:04:45,210",よつは,田舎,"Past 2B, 10/4",
775,ヤバい。,"01:04:45,210","01:04:46,450",よつは,田舎,"Past 2B, 10/4",
776,一週間程前から、肉眼でも見え始めたティアマト彗星、,"01:04:47,130","01:04:51,320",テレビ,田舎,"Past 2B, 10/4",Comet
777,いよいよ今夜、19:40・・・,"01:04:51,320","01:04:53,660",テレビ,田舎,"Past 2B, 10/4",
778,今夜、まだ間にあう。,"01:04:58,000","01:05:01,300",たき,田舎,"Past 2B, 10/4",
779,おはよう、三葉。,"01:05:01,300","01:05:03,780",おばあちゃん,田舎,"Past 2B, 10/4",
780,おや、あんた、三葉やないな。,"01:05:03,780","01:05:09,290",おばあちゃん,田舎,"Past 2B, 10/4",Grandma realizes
781,お婆ちゃん、知ってたの？,"01:05:09,290","01:05:13,130",たき,田舎,"Past 2B, 10/4",
782,いや、でもこことこのお前を見とたら、思い出したわ。,"01:05:13,130","01:05:20,700",おばあちゃん,田舎,"Past 2B, 10/4",
783,わしも少女の頃、,"01:05:20,700","01:05:23,380",おばあちゃん,田舎,"Past 2B, 10/4",
784,不思議な夢を見とた覚えがある。,"01:05:23,380","01:05:26,520",おばあちゃん,田舎,"Past 2B, 10/4",
785,夢で誰になっとたんだ。,"01:05:27,420","01:05:30,320",おばあちゃん,田舎,"Past 2B, 10/4",
786,今ではもう記憶は消えてまったんだ。,"01:05:30,320","01:05:33,760",おばあちゃん,田舎,"Past 2B, 10/4",
787,消える。,"01:05:33,760","01:05:35,320",おばあちゃん,田舎,"Past 2B, 10/4",
788,大事にしなよ。,"01:05:35,320","01:05:37,320",おばあちゃん,田舎,"Past 2B, 10/4",
789,夢は目覚めればいつか消える。,"01:05:37,320","01:05:40,820",おばあちゃん,田舎,"Past 2B, 10/4",
790,わしにも、あんたの母さんにもそんな時期があったって。,"01:05:40,820","01:05:45,370",おばあちゃん,田舎,"Past 2B, 10/4",
791,え、もしかしたら、宮水の人達のその夢って、,"01:05:46,330","01:05:50,600",たき,田舎,"Past 2B, 10/4",Realizes purpose of switches
792,全部今日のためにあったのかもしれない。,"01:05:50,600","01:05:53,920",たき,田舎,"Past 2B, 10/4",Realizes purpose of switches
793,ねぇ、お婆ちゃん、聞いて。,"01:05:53,920","01:05:56,640",たき,田舎,"Past 2B, 10/4",
794,今夜、糸守に彗星が落ちて、皆死ぬ。,"01:05:56,640","01:06:02,480",たき,田舎,"Past 2B, 10/4",Comet
795,そんな事誰も信じないって。,"01:06:08,910","01:06:11,390",おばあちゃん,田舎,"Past 2B, 10/4",Door // Scene change
796,意外に普通の事いう婆ちゃんだな。,"01:06:11,390","01:06:14,740",たき,田舎,"Past 2B, 10/4",
797,絶対に、死なせるもんか。,"01:06:14,740","01:06:17,690",たき,田舎,"Past 2B, 10/4",
798,ちょっと、どうしたの三葉。,"01:06:18,130","01:06:20,830",さち,田舎,"Past 2B, 10/4",
799,お前、かか、髪が。,"01:06:20,830","01:06:25,390",テッシー,田舎,"Past 2B, 10/4",Haircut
800,あ、これ、前の方がよかったよね。,"01:06:25,390","01:06:27,980",たき,田舎,"Past 2B, 10/4",Haircut
801,あ、軽いの。,"01:06:27,980","01:06:29,740",テッシー,田舎,"Past 2B, 10/4",
802,そんな事より、このままだっと今夜、皆死ぬ。,"01:06:29,740","01:06:33,680",たき,田舎,"Past 2B, 10/4",
803,だから私達で。,"01:06:36,020","01:06:38,030",たき,田舎,"Past 2B, 10/4",Scene change
804,沙耶香ちゃん学校は。,"01:06:42,530","01:06:44,850",モブ,田舎,"Past 2B, 10/4",
805,えは、ちょっと町を救わないかたくて。,"01:06:44,850","01:06:49,490",さや,田舎,"Past 2B, 10/4",
806,e？,"01:06:49,490","01:06:50,930",モブ,田舎,"Past 2B, 10/4",
807,防災無線。,"01:06:50,930","01:06:52,410",たき,田舎,"Past 2B, 10/4",
808,あ、町中にスピーカーがあるやろう。,"01:06:52,410","01:06:55,540",テッシー,田舎,"Past 2B, 10/4",
809,あ、そうか。使える。,"01:06:59,470","01:07:01,740",たき,田舎,"Past 2B, 10/4",
810,すごいじゃん勅使。,"01:07:01,740","01:07:03,900",たき,田舎,"Past 2B, 10/4",
811,あ、お前あんまりくっつくなよ。,"01:07:03,900","01:07:06,260",テッシー,田舎,"Past 2B, 10/4",
812,何照れてんのほらほら。,"01:07:06,260","01:07:08,510",たき,田舎,"Past 2B, 10/4",
813,ちょ、やめろうって。,"01:07:08,510","01:07:10,220",テッシー,田舎,"Past 2B, 10/4",
814,嫁に前の娘が。,"01:07:10,220","01:07:12,220",テッシー,田舎,"Past 2B, 10/4",
815,はははは。,"01:07:12,220","01:07:13,650",たき,田舎,"Past 2B, 10/4",
816,あんた、いいやつだな。,"01:07:13,650","01:07:16,670",たき,田舎,"Past 2B, 10/4",
817,買ってきたよ。,"01:07:19,790","01:07:21,440",さや,田舎,"Past 2B, 10/4",
818,はい、お釣り。,"01:07:21,440","01:07:22,260",さや,田舎,"Past 2B, 10/4",
819,ごめんね、沙耶ちん。,"01:07:22,260","01:07:23,720",たき,田舎,"Past 2B, 10/4",
820,何やけどさ。,"01:07:23,720","01:07:25,250",テッシー,田舎,"Past 2B, 10/4",
821,塩っぱいであれよな。,"01:07:25,250","01:07:26,590",テッシー,田舎,"Past 2B, 10/4",
822,うるさいな。,"01:07:26,590","01:07:28,000",たき,田舎,"Past 2B, 10/4",
823,で、そっちはどんな、避難計画とやらできた。,"01:07:29,420","01:07:33,370",さや,田舎,"Past 2B, 10/4",
824,えへへへ。,"01:07:34,750","01:07:36,220",たき＆テッシー,田舎,"Past 2B, 10/4",
825,ばば、爆弾。,"01:07:37,230","01:07:39,650",さや,田舎,"Past 2B, 10/4",
826,含水爆薬筒ともけのなかうちの巣材置き場にあるんで。,"01:07:39,650","01:07:44,010",テッシー,田舎,"Past 2B, 10/4",
827,天パジャク。,"01:07:44,010","01:07:46,000",さや,田舎,"Past 2B, 10/4",
828,こんな田舎の防災無線は、起動用の周発を使えば簡単に乗ってるのよな。,"01:07:46,000","01:07:50,720",テッシー,田舎,"Past 2B, 10/4",
829,だから、学校の放送室から町中に避難指示を流せる。,"01:07:50,720","01:07:54,980",たき,田舎,"Past 2B, 10/4",
830,このあたりは被害範囲の外だから。,"01:07:54,980","01:07:57,440",たき,田舎,"Past 2B, 10/4",
831,避難場所もここの校庭にすればいい。,"01:07:57,440","01:08:00,200",たき,田舎,"Past 2B, 10/4",
832,か、完璧犯罪や。,"01:08:00,990","01:08:03,160",さや,田舎,"Past 2B, 10/4",
833,放送は沙耶ちん担当ね。,"01:08:03,160","01:08:04,740",たき,田舎,"Past 2B, 10/4",
834,何でよ。,"01:08:04,740","01:08:05,650",さや,田舎,"Past 2B, 10/4",
835,お前放送部やし。,"01:08:05,650","01:08:07,320",テッシー,田舎,"Past 2B, 10/4",
836,俺が爆薬担当で。,"01:08:07,320","01:08:09,250",テッシー,田舎,"Past 2B, 10/4",Bomb
837,私は町長に会いに行く。,"01:08:09,250","01:08:11,140",たき,田舎,"Past 2B, 10/4",
838,最後は役番に出できてもらわんと町民全てはさすがにおかせん。,"01:08:11,140","01:08:15,690",テッシー,田舎,"Past 2B, 10/4",
839,娘の私からちゃんと話せばきっと説得出来る。,"01:08:15,690","01:08:18,880",たき,田舎,"Past 2B, 10/4",Family relationship
840,完璧な作戦や。,"01:08:18,880","01:08:20,910",テッシー,田舎,"Past 2B, 10/4", 
841,まぁ、別に何でもいいやけど。,"01:08:21,730","01:08:25,000",さや,田舎,"Past 2B, 10/4",
842,どうせいもしもの妄想やろう。,"01:08:25,000","01:08:26,850",さや,田舎,"Past 2B, 10/4",
843,え、いや。,"01:08:27,880","01:08:29,380",たき,田舎,"Past 2B, 10/4",
844,そうとも限らんさ。,"01:08:29,380","01:08:30,970",テッシー,田舎,"Past 2B, 10/4",
845,糸守湖がどうやってできたら知っとるか。,"01:08:30,970","01:08:33,580",テッシー,田舎,"Past 2B, 10/4",
846,隕石湖や。,"01:08:33,580","01:08:35,060",テッシー,田舎,"Past 2B, 10/4",Comet
847,千年前、少なくとも一度はこの場所に隕石が落ちたんや。,"01:08:35,060","01:08:39,450",テッシー,田舎,"Past 2B, 10/4",Comet
848,そうだ。,"01:08:39,450","01:08:40,500",たき,田舎,"Past 2B, 10/4",
849,だから。,"01:08:40,500","01:08:41,550",たき,田舎,"Past 2B, 10/4",
850,そうだよ勅使。,"01:08:41,550","01:08:43,800",たき,田舎,"Past 2B, 10/4",
851,うん。,"01:08:43,800","01:08:45,040",テッシー,田舎,"Past 2B, 10/4",
852,やろうぜ、俺達で。,"01:08:46,970","01:08:49,420",たき＆テッシー,田舎,"Past 2B, 10/4",
853,何を言ってるんだ、お前は。,"01:08:52,920","01:08:56,030",みつは父,田舎,"Past 2B, 10/4",Scene change // Family relationship
854,だから、夜までに町全体を避難させないと、皆が。,"01:08:57,490","01:09:01,800",たき,田舎,"Past 2B, 10/4",Family relationship
855,少し黙れ。,"01:09:01,800","01:09:02,920",みつは父,田舎,"Past 2B, 10/4",Family relationship
856,彗星が二つに割れて町に落ちる。,"01:09:08,400","01:09:11,940",たき,田舎,"Past 2B, 10/4",Family relationship
857,五百人以上が死ぬだっと。,"01:09:11,940","01:09:15,010",みつは父,田舎,"Past 2B, 10/4",Family relationship
858,よくもそんな戯言を俺の前で。,"01:09:15,010","01:09:18,660",みつは父,田舎,"Past 2B, 10/4",Family relationship
859,本気で言ってるなら、お前は病気だ。,"01:09:18,660","01:09:21,870",みつは父,田舎,"Past 2B, 10/4",Family relationship
860,妄言は宮水の血筋か。,"01:09:21,870","01:09:25,230",みつは父,田舎,"Past 2B, 10/4",Family relationship
861,車を出してやるから市内の病院で医者に見てもらい。,"01:09:26,170","01:09:30,730",みつは父,田舎,"Past 2B, 10/4",Family relationship
862,その後なら、もう一度話しを聞いてやる。,"01:09:30,730","01:09:35,340",みつは父,田舎,"Past 2B, 10/4",Family relationship
863,ば、バカにしやがて。,"01:09:35,340","01:09:40,290",たき,田舎,"Past 2B, 10/4",Family relationship
864,三葉。,"01:09:47,740","01:09:48,920",みつは父,田舎,"Past 2B, 10/4",Family relationship
865,いや、お前は。,"01:09:50,450","01:09:53,740",みつは父,田舎,"Past 2B, 10/4",Father realizes switch
866,誰だ。,"01:09:54,770","01:09:57,330",みつは父,田舎,"Past 2B, 10/4",Father realizes switch
867,じゃ、後でお祭りでな。,"01:10:10,360","01:10:12,830",モブ,田舎,"Past 2B, 10/4",Scene change
868,ByeBye。神社の下で待ち合わせな。,"01:10:12,830","01:10:15,170",モブ,田舎,"Past 2B, 10/4",
869,遅れんなよ。ByeBye。またな。,"01:10:15,280","01:10:17,740",モブ,田舎,"Past 2B, 10/4",
870,行っちゃダメだ。,"01:10:19,100","01:10:21,210",たき,田舎,"Past 2B, 10/4",
871,町から逃げて。友達にも伝えて。,"01:10:21,210","01:10:23,980",たき,田舎,"Past 2B, 10/4",
872,何やあんた。,"01:10:23,980","01:10:25,260",モブ,田舎,"Past 2B, 10/4",
873,お姉ちゃん。何何やさ。,"01:10:25,260","01:10:28,660",よつは,田舎,"Past 2B, 10/4",
874,ちょっと、何しとんの。,"01:10:28,660","01:10:31,740",よつは,田舎,"Past 2B, 10/4",
875,三葉なら説得できたのか。,"01:10:33,460","01:10:36,020",たき,田舎,"Past 2B, 10/4",
876,俺じゃダメなのか。,"01:10:36,020","01:10:37,900",たき,田舎,"Past 2B, 10/4",
877,ヨツハ、夕方までにお婆ちゃんと一緒に、町から出で。,"01:10:37,950","01:10:41,610",たき,田舎,"Past 2B, 10/4",
878,ここにいじゃ死んじゃうんだよ。,"01:10:41,610","01:10:43,900",たき,田舎,"Past 2B, 10/4",
879,ちょっと何いっとんの。,"01:10:43,900","01:10:45,720",よつは,田舎,"Past 2B, 10/4",
880,日は急に東京に行って回宇市、何かお姉ちゃん変やよ。,"01:10:45,720","01:10:50,670",よつは,田舎,"Past 2B, 10/4",
881,東京。,"01:10:51,690","01:10:53,460",たき,田舎,"Past 2B, 10/4",Realizes Mituha went to see him
882,おい、三葉。,"01:10:53,460","01:10:56,370",さや,田舎,"Past 2B, 10/4", 
883,親父さんとの話し、どうやった。,"01:10:56,370","01:11:00,670",テッシー,田舎,"Past 2B, 10/4",
884,おい、三葉。,"01:11:02,560","01:11:04,610",テッシー,田舎,"Past 2B, 10/4",
885,お姉ちゃんどうした。,"01:11:04,610","01:11:06,560",テッシー,田舎,"Past 2B, 10/4",
886,さぁ。,"01:11:06,560","01:11:08,560",よつは,田舎,"Past 2B, 10/4",
887,そこに、いるのか。,"01:11:16,500","01:11:19,620",たき,田舎,"Past 2B, 10/4",Realizes need to switch back
888,あっち、何があるの。,"01:11:19,620","01:11:22,700",さや,田舎,"Past 2B, 10/4",
889,勅使、自転車貸して。,"01:11:22,700","01:11:24,370",たき,田舎,"Past 2B, 10/4",
890,え、ちょっと。おい三葉。,"01:11:24,370","01:11:26,690",テッシー,田舎,"Past 2B, 10/4",
891,作戦は。,"01:11:27,810","01:11:29,410",テッシー,田舎,"Past 2B, 10/4",
892,計画準備、しといてくる。,"01:11:29,410","01:11:31,720",たき,田舎,"Past 2B, 10/4",
893,頼む。,"01:11:31,720","01:11:33,480",たき,田舎,"Past 2B, 10/4",
894,私瀧君になっとる。,"01:11:58,670","01:12:02,240",みつは,田舎,"Past 1, 10/21",Scene change // String
895,どうして、瀧君がここに。,"01:12:04,900","01:12:08,730",みつは,田舎,"Past 1, 10/21", 
896,町が、ない。,"01:12:16,900","01:12:20,440",みつは,田舎,"Past 1, 10/21",Realizes disaster // Bell chime
897,私、あの時、,"01:12:30,050","01:12:33,460",みつは,田舎,"Past 1, 10/21", 
898,死んだの。,"01:12:37,000","01:12:38,480",みつは,田舎,"Past 1, 10/21",Realizes death
899,瀧君。,"01:12:48,260","01:12:49,410",みつは,田舎,"Past 2B, 10/4",Scene change // Memory
900,瀧君。,"01:12:50,030","01:12:51,720",みつは,田舎,"Past 2B, 10/4",Memory
901,覚えて、ない。,"01:12:53,380","01:12:55,420",みつは,田舎,"Past 2B, 10/4",Memory
902,私、ちょっと東京行ってくる。,"01:13:07,640","01:13:10,100",みつは,田舎,"Past 2, 10/3",Scene change // Door
903,え、今から。何で？,"01:13:10,100","01:13:12,540",よつは,田舎,"Past 2, 10/3",
904,あ、デート。,"01:13:13,230","01:13:14,520",みつは,田舎,"Past 2, 10/3",
905,お姉ちゃん東京に彼氏をいたの。,"01:13:14,520","01:13:16,750",よつは,田舎,"Past 2, 10/3",
906,あ、私のデートじゃなくて、ううん、,"01:13:16,750","01:13:19,720",みつは,田舎,"Past 2, 10/3",
907,夜には帰るから。,"01:13:19,720","01:13:22,370",みつは,田舎,"Past 2B, 10/4",Scene change
908,急に尋ねたら、迷惑かな。,"01:13:24,040","01:13:28,610",みつは,田舎,"Past 2, 10/3",Scene change
909,驚くかな。,"01:13:28,610","01:13:29,890",みつは,田舎,"Past 2, 10/3",
910,瀧君は、嫌がるかな。,"01:13:29,890","01:13:33,860",みつは,田舎,"Past 2, 10/3",
911,おかけになった電話は届かない場所に・・・,"01:13:40,770","01:13:44,420",電話,東京,"Past 2, 10/3",
912,会えっこない。,"01:13:44,420","01:13:46,580",みつは,東京,"Past 2, 10/3",
913,でももし会えたら、どうしよう。,"01:13:46,580","01:13:50,700",みつは,東京,"Past 2, 10/3",
914,やっぱり迷惑かな。,"01:13:50,700","01:13:52,840",みつは,東京,"Past 2, 10/3",
915,気まずいかな、それとももしかしたら。,"01:13:52,840","01:13:57,450",みつは,東京,"Past 2, 10/3",Comet
916,少し喜ぶかな。,"01:13:57,450","01:14:01,390",みつは,東京,"Past 2, 10/3", 
917,おかけになった電話は届かない場所に・・・,"01:14:01,390","01:14:05,290",電話,東京,"Past 2, 10/3",
918,会えっこない。,"01:14:06,490","01:14:09,390",みつは,東京,"Past 2, 10/3",
919,でも、,"01:14:10,040","01:14:12,520",みつは,東京,"Past 2, 10/3",
920,確かな事が一つだけある。,"01:14:12,520","01:14:15,980",みつは,東京,"Past 2, 10/3",
921,私達は合えば絶対、すぐに分かる。,"01:14:15,980","01:14:20,690",みつは,東京,"Past 2, 10/3",
922,私に入ってたのは、君何だって。,"01:14:20,690","01:14:24,730",みつは,東京,"Past 2, 10/3",
923,君に入ってたのは、私何だって。,"01:14:24,730","01:14:28,330",みつは,東京,"Past 2, 10/3",
924,ごめんなさい。,"01:14:28,330","01:14:29,860",みつは,東京,"Past 2, 10/3",
925,すいません。,"01:15:00,850","01:15:02,520",みつは,東京,"Past 2, 10/3",Door
926,三年前のあの時、まだ、俺がお前を知る前。,"01:15:34,930","01:15:39,470",たき,田舎,"Past 2B, 10/4",Scene change
927,瀧君、瀧君。,"01:15:42,800","01:15:46,480",みつは,東京,"Past 2, 10/3",Scene change
928,瀧君。,"01:15:48,420","01:15:50,270",みつは,東京,"Past 2, 10/3",
929,あの、私、あ。,"01:15:50,270","01:15:53,050",みつは,東京,"Past 2, 10/3",
930,覚えて、ない。,"01:15:53,050","01:15:57,550",みつは,東京,"Past 2, 10/3",Source of memory
931,誰、お前？,"01:15:58,810","01:16:01,000",たき,東京,"Past 2, 10/3", 
932,すみません。,"01:16:04,910","01:16:06,980",みつは,東京,"Past 2, 10/3",
933,瀧君なのに。,"01:16:13,500","01:16:15,640",みつは,東京,"Past 2, 10/3",
934,変な女。,"01:16:16,400","01:16:18,600",たき,東京,"Past 2, 10/3",
935,四谷、四谷、ご乗車・・・,"01:16:18,600","01:16:23,360",電車のアナウンス,東京,"Past 2, 10/3",Door
936,あのさ。あんたの名前？,"01:16:27,360","01:16:30,830",たき,東京,"Past 2, 10/3",
937,三葉。名前は三葉。,"01:16:30,830","01:16:35,810",みつは,東京,"Past 2, 10/3",Source of Mituha's string
938,三年前、お前はあの時、,"01:16:42,490","01:16:46,000",たき,田舎,"Past 2B, 10/4",Scene change
939,俺に、会いに来たんだ。,"01:16:46,000","01:16:49,980",たき,田舎,"Past 2B, 10/4",Tear
940,瀧君。,"01:17:01,140","01:17:02,620",みつは,田舎,"Past 1, 10/21",Scene change
941,三葉。,"01:17:11,130","01:17:13,540",たき,田舎,"Past 1, 10/21",
942,瀧君。,"01:17:13,540","01:17:15,960",みつは,田舎,"Past 1, 10/21",
943,三葉、いるんだろう。,"01:17:29,380","01:17:33,020",たき,田舎,"Past 2B, 10/4",Scene change
944,俺の体の中に。,"01:17:33,020","01:17:35,880",たき,田舎,"Past 1, 10/21",Scene change
945,瀧君、瀧君、どこ。,"01:17:35,880","01:17:40,450",みつは,田舎,"Past 1, 10/21",
946,三葉だ、声は聞こえるのに。,"01:17:40,450","01:17:43,710",たき,田舎,"Past 2B, 10/4",Scene change
947,瀧君、ねぇ、どこにいるの。,"01:17:44,880","01:17:48,260",みつは,田舎,"Past 1, 10/21",Scene change
948,瀧君。,"01:17:48,260","01:17:50,110",みつは,田舎,"Past 1, 10/21",
949,瀧君、そこに。,"01:18:02,350","01:18:05,850",みつは,田舎,"Past 1, 10/21",
950,いるのか。,"01:18:05,850","01:18:07,850",たき,田舎,"Past 2B, 10/4",Scene change
951,片割れドキだ。,"01:18:32,210","01:18:33,870",みつは,田舎,Twilight,Switch back // Twilight
952,三葉。,"01:18:48,750","01:18:50,670",たき,田舎,Twilight,
953,瀧君。,"01:18:56,440","01:18:58,270",みつは,田舎,Twilight,
954,瀧君。,"01:18:59,000","01:19:01,250",みつは,田舎,Twilight,
955,瀧君がいる。,"01:19:01,250","01:19:03,330",みつは,田舎,Twilight,Tears
956,瀧君。,"01:19:06,430","01:19:07,920",みつは,田舎,Twilight,
957,お前に会いに来たんだ。,"01:19:07,920","01:19:10,560",たき,田舎,Twilight,
958,大変だったよ。,"01:19:10,560","01:19:12,450",たき,田舎,Twilight,
959,お前すげぇ遠くにいるから。,"01:19:12,450","01:19:15,410",たき,田舎,Twilight,
960,でも、どうやって。,"01:19:15,410","01:19:17,580",たき,田舎,Twilight,
961,私あの時。,"01:19:17,580","01:19:19,490",みつは,田舎,Twilight,
962,三葉の口噛み酒を飲んだんだ。,"01:19:19,490","01:19:22,330",たき,田舎,Twilight,Kuchikamizake
963,あれを。飲んだ。,"01:19:25,860","01:19:28,330",みつは,田舎,Twilight,
964,バカ、変態。,"01:19:29,100","01:19:31,540",みつは,田舎,Twilight,
965,そうだ、それにあんた私の胸触ったやろう。,"01:19:31,540","01:19:35,630",みつは,田舎,Twilight,Breasts
966,どどどうしてそれを。,"01:19:35,630","01:19:37,250",たき,田舎,Twilight,
967,ヨツハが見とたやんだからね。,"01:19:37,250","01:19:39,090",みつは,田舎,Twilight,
968,あ、ごめん、済まん。つい一回だけだって。,"01:19:39,090","01:19:42,560",たき,田舎,Twilight,
969,一回だけ？,"01:19:42,560","01:19:44,650",みつは,田舎,Twilight,
970,う、何回でも同じやアホ。,"01:19:45,800","01:19:48,000",みつは,田舎,Twilight,
971,あ、済まん。,"01:19:48,000","01:19:50,000",たき,田舎,Twilight,
972,あ、これ。,"01:19:50,110","01:19:52,400",みつは,田舎,Twilight,Mituha's string
973,あ、お前さ、知り合う前に会いに来るなよ。,"01:19:52,400","01:19:56,930",たき,田舎,Twilight,Everything comes together
974,分かるわけねぇだろう。,"01:19:56,930","01:19:59,220",たき,田舎,Twilight,Everything comes together
975,ほら、三年俺が持ってた。,"01:19:59,220","01:20:03,000",たき,田舎,Twilight,Mituha's string
976,今度は三葉が持ってて。,"01:20:03,000","01:20:06,760",たき,田舎,Twilight,Mituha's string
977,うん。,"01:20:06,760","01:20:08,320",みつは,田舎,Twilight,Mituha's string
978,どうかな。,"01:20:15,490","01:20:16,990",みつは,田舎,Twilight,
979,あ、悪くないな。,"01:20:18,490","01:20:19,900",たき,田舎,Twilight,
980,あ、思ってないでしょう。,"01:20:19,900","01:20:21,700",みつは,田舎,Twilight,
981,いや、ははは。,"01:20:21,700","01:20:23,120",たき,田舎,Twilight,
982,済まん。,"01:20:23,120","01:20:24,100",たき,田舎,Twilight,
983,本当、この男は。,"01:20:24,100","01:20:26,680",みつは,田舎,Twilight,
984,へへへ。,"01:20:26,680","01:20:30,811",たき,田舎,Twilight,
985,あははははは。,"01:20:30,810","01:20:33,680",みつは,田舎,Twilight,
986,三葉、まだやる事がある。,"01:20:39,097","01:20:41,874",たき,田舎,Twilight,Scene change
987,聞いて。,"01:20:41,870","01:20:43,200",たき,田舎,Twilight,
988,あ、来た。,"01:20:45,851","01:20:47,462",みつは,田舎,Twilight,Comet
989,大丈夫、まだきっと間にあう。,"01:20:47,460","01:20:50,240",たき,田舎,Twilight,
990,やってみる。,"01:20:50,948","01:20:52,902",みつは,田舎,Twilight,
991,片割れドキが、もう。,"01:20:53,920","01:20:56,880",みつは,田舎,Twilight,Twilight
992,なぁ、三葉、目が冷めても忘れないようにさ。,"01:20:59,165","01:21:04,514",たき,田舎,Twilight,Permanent marker
993,名前書いとこうぜ、ほら。,"01:21:08,110","01:21:12,285",たき,田舎,Twilight,Permanent marker
994,うん。,"01:21:12,742","01:21:14,754",みつは,田舎,Twilight,Permanent marker
995,三葉。,"01:21:23,908","01:21:25,451",たき,田舎,Twilight,Permanent marker
996,おい、三葉。,"01:21:27,508","01:21:29,577",たき,田舎,"Past 1, 10/21",Scene change
997,言いようと思ったんだ、,"01:21:38,205","01:21:40,891",たき,田舎,"Past 1, 10/21",
998,お前が世界のどこにいでも、,"01:21:41,485","01:21:44,365",たき,田舎,"Past 1, 10/21",
999,俺が必ずもう一度会いに行くって。,"01:21:44,360","01:21:47,577",たき,田舎,"Past 1, 10/21",
1000,君の名前は、三葉。,"01:21:50,194","01:21:53,291",たき,田舎,"Past 1, 10/21",
1001,大丈夫、憶えてる、三葉、三葉、三葉。,"01:21:54,400","01:21:59,485",たき,田舎,"Past 1, 10/21",Repeats name
1002,名前は三葉、君の名前は。,"01:21:59,480","01:22:02,777",たき,田舎,"Past 1, 10/21",Permanent marker
1003,お前は、誰だ。,"01:22:12,697","01:22:16,411",たき,田舎,"Past 1, 10/21",Forgets Mituha's name
1004,俺は、どうしてここに来た。,"01:22:18,251","01:22:21,828",たき,田舎,"Past 1, 10/21",
1005,あいつに、あいつに合うために来た。,"01:22:21,820","01:22:25,371",たき,田舎,"Past 1, 10/21",
1006,助けるために来た。,"01:22:25,370","01:22:27,177",たき,田舎,"Past 1, 10/21",
1007,生きていてほしかった。,"01:22:27,170","01:22:29,554",たき,田舎,"Past 1, 10/21",
1008,誰だ、誰。,"01:22:29,550","01:22:31,874",たき,田舎,"Past 1, 10/21",
1009,誰に会いに来た。,"01:22:31,874","01:22:33,870",たき,田舎,"Past 1, 10/21",
1010,大事な人、忘れたくない人、忘れちゃダメな人。,"01:22:34,742","01:22:39,451",たき,田舎,"Past 1, 10/21",
1011,誰だ、誰だ、誰だ、誰だ、,"01:22:39,450","01:22:44,720",たき,田舎,"Past 1, 10/21",
1012,名前は。,"01:22:44,720","01:22:47,680",たき,田舎,"Past 1, 10/21",Tears
1013,まだこの世界は、,"01:22:47,680","01:22:51,005",歌,田舎,"Past 2B, 10/4",Scene change
1014,僕を飼いからしてたいみたいだ。,"01:22:51,000","01:22:55,520",歌,田舎,"Past 2B, 10/4",
1015,望み通りいいだろう、,"01:22:55,520","01:22:58,902",歌,田舎,"Past 2B, 10/4",
1016,美しくもがくよ。,"01:22:58,900","01:23:01,737",歌,田舎,"Past 2B, 10/4",
1017,瀧君。,"01:23:01,730","01:23:03,062",みつは,田舎,"Past 2B, 10/4",
1018,互の砂時計、,"01:23:03,060","01:23:05,040",みつは,田舎,"Past 2B, 10/4",
1019,大丈夫。憶えてる、,"01:23:05,040","01:23:07,200",みつは,田舎,"Past 2B, 10/5",
1020,絶対に忘れない。,"01:23:07,280","01:23:09,142",みつは,田舎,"Past 2B, 10/6",
1021,瀧君、瀧君、君の名前は、瀧君。,"01:23:09,140","01:23:15,017",みつは,田舎,"Past 2B, 10/7",Repeats name
1022,場所で待ち合わせよう。,"01:23:15,010","01:23:17,931",歌,田舎,"Past 2B, 10/8",
1023,あ、勅使。,"01:23:28,902","01:23:30,777",みつは,田舎,"Past 2B, 10/9",
1024,三葉。お前今までどこに。,"01:23:30,770","01:23:33,725",テッシー,田舎,"Past 2B, 10/9",
1025,自転車壊しちゃって、ごめんやって。,"01:23:33,720","01:23:36,594",みつは,田舎,"Past 2B, 10/9",
1026,あ、誰が。,"01:23:36,590","01:23:39,714",テッシー,田舎,"Past 2B, 10/9",
1026,私が。,"01:23:36,590","01:23:39,714",みつは,田舎,"Past 2B, 10/9",
